   filename        accent    study   set   speaker  gender
G00165S1145.wav   Canadian   adapt   dev   G00165   Male
G00165S1146.wav   Canadian   adapt   dev   G00165   Male
G00165S1147.wav   Canadian   adapt   dev   G00165   Male
G00165S1148.wav   Canadian   adapt   dev   G00165   Male
G00165S1149.wav   Canadian   adapt   dev   G00165   Male
G00165S1150.wav   Canadian   adapt   dev   G00165   Male
G00165S1151.wav   Canadian   adapt   dev   G00165   Male
G00165S1152.wav   Canadian   adapt   dev   G00165   Male
G00165S1153.wav   Canadian   adapt   dev   G00165   Male
G00165S1154.wav   Canadian   adapt   dev   G00165   Male
G00165S1180.wav   Canadian   adapt   dev   G00165   Male
G00165S1181.wav   Canadian   adapt   dev   G00165   Male
G00165S1183.wav   Canadian   adapt   dev   G00165   Male
G00165S1185.wav   Canadian   adapt   dev   G00165   Male
G00171S1148.wav   Canadian   adapt   dev   G00171   Male
G00171S1150.wav   Canadian   adapt   dev   G00171   Male
G00171S1151.wav   Canadian   adapt   dev   G00171   Male
G00171S1152.wav   Canadian   adapt   dev   G00171   Male
G00171S1153.wav   Canadian   adapt   dev   G00171   Male
G00171S1154.wav   Canadian   adapt   dev   G00171   Male
G00171S1156.wav   Canadian   adapt   dev   G00171   Male
G00171S1157.wav   Canadian   adapt   dev   G00171   Male
G00171S1158.wav   Canadian   adapt   dev   G00171   Male
G00171S1159.wav   Canadian   adapt   dev   G00171   Male
G00171S1160.wav   Canadian   adapt   dev   G00171   Male
G00171S1161.wav   Canadian   adapt   dev   G00171   Male
G00171S1162.wav   Canadian   adapt   dev   G00171   Male
G00171S1163.wav   Canadian   adapt   dev   G00171   Male
G00171S1164.wav   Canadian   adapt   dev   G00171   Male
G00171S1165.wav   Canadian   adapt   dev   G00171   Male
G00171S1166.wav   Canadian   adapt   dev   G00171   Male
G00171S1167.wav   Canadian   adapt   dev   G00171   Male
G00171S1168.wav   Canadian   adapt   dev   G00171   Male
G00171S1169.wav   Canadian   adapt   dev   G00171   Male
G00171S1170.wav   Canadian   adapt   dev   G00171   Male
G00171S1171.wav   Canadian   adapt   dev   G00171   Male
G00171S1172.wav   Canadian   adapt   dev   G00171   Male
G00171S1173.wav   Canadian   adapt   dev   G00171   Male
G00171S1174.wav   Canadian   adapt   dev   G00171   Male
G00171S1175.wav   Canadian   adapt   dev   G00171   Male
G00171S1176.wav   Canadian   adapt   dev   G00171   Male
G00171S1177.wav   Canadian   adapt   dev   G00171   Male
G00171S1178.wav   Canadian   adapt   dev   G00171   Male
G00265S1131.wav   Canadian   adapt   dev   G00265   Female
G00265S1132.wav   Canadian   adapt   dev   G00265   Female
G00265S1133.wav   Canadian   adapt   dev   G00265   Female
G00265S1134.wav   Canadian   adapt   dev   G00265   Female
G00265S1135.wav   Canadian   adapt   dev   G00265   Female
G00265S1136.wav   Canadian   adapt   dev   G00265   Female
G00265S1137.wav   Canadian   adapt   dev   G00265   Female
G00265S1138.wav   Canadian   adapt   dev   G00265   Female
G00265S1139.wav   Canadian   adapt   dev   G00265   Female
G00265S1140.wav   Canadian   adapt   dev   G00265   Female
G00265S1141.wav   Canadian   adapt   dev   G00265   Female
G00265S1142.wav   Canadian   adapt   dev   G00265   Female
G00265S1143.wav   Canadian   adapt   dev   G00265   Female
G00265S1144.wav   Canadian   adapt   dev   G00265   Female
G00265S1145.wav   Canadian   adapt   dev   G00265   Female
G00265S1146.wav   Canadian   adapt   dev   G00265   Female
G00265S1147.wav   Canadian   adapt   dev   G00265   Female
G00265S1148.wav   Canadian   adapt   dev   G00265   Female
G00265S1149.wav   Canadian   adapt   dev   G00265   Female
G00265S1150.wav   Canadian   adapt   dev   G00265   Female
G00265S1151.wav   Canadian   adapt   dev   G00265   Female
G00265S1152.wav   Canadian   adapt   dev   G00265   Female
G00265S1153.wav   Canadian   adapt   dev   G00265   Female
G00265S1154.wav   Canadian   adapt   dev   G00265   Female
G00265S1155.wav   Canadian   adapt   dev   G00265   Female
G00265S1156.wav   Canadian   adapt   dev   G00265   Female
G00267S1142.wav   Canadian   adapt   dev   G00267   Male
G00267S1143.wav   Canadian   adapt   dev   G00267   Male
G00267S1144.wav   Canadian   adapt   dev   G00267   Male
G00267S1145.wav   Canadian   adapt   dev   G00267   Male
G00267S1146.wav   Canadian   adapt   dev   G00267   Male
G00267S1147.wav   Canadian   adapt   dev   G00267   Male
G00267S1148.wav   Canadian   adapt   dev   G00267   Male
G00267S1149.wav   Canadian   adapt   dev   G00267   Male
G00267S1150.wav   Canadian   adapt   dev   G00267   Male
G00267S1151.wav   Canadian   adapt   dev   G00267   Male
G00267S1154.wav   Canadian   adapt   dev   G00267   Male
G00267S1155.wav   Canadian   adapt   dev   G00267   Male
G00267S1156.wav   Canadian   adapt   dev   G00267   Male
G00267S1157.wav   Canadian   adapt   dev   G00267   Male
G00267S1158.wav   Canadian   adapt   dev   G00267   Male
G00267S1159.wav   Canadian   adapt   dev   G00267   Male
G00267S1160.wav   Canadian   adapt   dev   G00267   Male
G00267S1161.wav   Canadian   adapt   dev   G00267   Male
G00267S1162.wav   Canadian   adapt   dev   G00267   Male
G00267S1163.wav   Canadian   adapt   dev   G00267   Male
G00267S1164.wav   Canadian   adapt   dev   G00267   Male
G00267S1165.wav   Canadian   adapt   dev   G00267   Male
G00267S1166.wav   Canadian   adapt   dev   G00267   Male
G00267S1167.wav   Canadian   adapt   dev   G00267   Male
G00267S1168.wav   Canadian   adapt   dev   G00267   Male
G00267S1169.wav   Canadian   adapt   dev   G00267   Male
G00267S1170.wav   Canadian   adapt   dev   G00267   Male
G00267S1171.wav   Canadian   adapt   dev   G00267   Male
G00267S1172.wav   Canadian   adapt   dev   G00267   Male
G00267S1173.wav   Canadian   adapt   dev   G00267   Male
G00267S1174.wav   Canadian   adapt   dev   G00267   Male
G10019S1146.wav   Canadian   adapt   dev   G10019   Male
G10019S1147.wav   Canadian   adapt   dev   G10019   Male
G10019S1148.wav   Canadian   adapt   dev   G10019   Male
G10019S1149.wav   Canadian   adapt   dev   G10019   Male
G10019S1150.wav   Canadian   adapt   dev   G10019   Male
G10019S1151.wav   Canadian   adapt   dev   G10019   Male
G10019S1152.wav   Canadian   adapt   dev   G10019   Male
G10019S1153.wav   Canadian   adapt   dev   G10019   Male
G10019S1154.wav   Canadian   adapt   dev   G10019   Male
G10019S1155.wav   Canadian   adapt   dev   G10019   Male
G10019S1156.wav   Canadian   adapt   dev   G10019   Male
G10019S1157.wav   Canadian   adapt   dev   G10019   Male
G10019S1158.wav   Canadian   adapt   dev   G10019   Male
G10019S1159.wav   Canadian   adapt   dev   G10019   Male
G10019S1160.wav   Canadian   adapt   dev   G10019   Male
G10019S1161.wav   Canadian   adapt   dev   G10019   Male
G10019S1162.wav   Canadian   adapt   dev   G10019   Male
G10019S1163.wav   Canadian   adapt   dev   G10019   Male
G10019S1164.wav   Canadian   adapt   dev   G10019   Male
G10019S1165.wav   Canadian   adapt   dev   G10019   Male
G10019S1166.wav   Canadian   adapt   dev   G10019   Male
G10019S1167.wav   Canadian   adapt   dev   G10019   Male
G10019S1168.wav   Canadian   adapt   dev   G10019   Male
G10019S1169.wav   Canadian   adapt   dev   G10019   Male
G10019S1170.wav   Canadian   adapt   dev   G10019   Male
G10019S1171.wav   Canadian   adapt   dev   G10019   Male
G10019S1172.wav   Canadian   adapt   dev   G10019   Male
G10019S1173.wav   Canadian   adapt   dev   G10019   Male
G10019S1174.wav   Canadian   adapt   dev   G10019   Male
G10019S1175.wav   Canadian   adapt   dev   G10019   Male
G10133S1117.wav   Canadian   adapt   dev   G10133   Male
G10133S1118.wav   Canadian   adapt   dev   G10133   Male
G10133S1119.wav   Canadian   adapt   dev   G10133   Male
G10133S1120.wav   Canadian   adapt   dev   G10133   Male
G10133S1121.wav   Canadian   adapt   dev   G10133   Male
G10133S1122.wav   Canadian   adapt   dev   G10133   Male
G10133S1123.wav   Canadian   adapt   dev   G10133   Male
G10133S1124.wav   Canadian   adapt   dev   G10133   Male
G10133S1125.wav   Canadian   adapt   dev   G10133   Male
G10133S1126.wav   Canadian   adapt   dev   G10133   Male
G10133S1127.wav   Canadian   adapt   dev   G10133   Male
G10133S1128.wav   Canadian   adapt   dev   G10133   Male
G10133S1129.wav   Canadian   adapt   dev   G10133   Male
G10133S1130.wav   Canadian   adapt   dev   G10133   Male
G10133S1131.wav   Canadian   adapt   dev   G10133   Male
G10133S1132.wav   Canadian   adapt   dev   G10133   Male
G10133S1133.wav   Canadian   adapt   dev   G10133   Male
G10133S1134.wav   Canadian   adapt   dev   G10133   Male
G10133S1135.wav   Canadian   adapt   dev   G10133   Male
G10133S1136.wav   Canadian   adapt   dev   G10133   Male
G10133S1138.wav   Canadian   adapt   dev   G10133   Male
G10133S1139.wav   Canadian   adapt   dev   G10133   Male
G10133S1140.wav   Canadian   adapt   dev   G10133   Male
G10133S1141.wav   Canadian   adapt   dev   G10133   Male
G10133S1142.wav   Canadian   adapt   dev   G10133   Male
G10133S1143.wav   Canadian   adapt   dev   G10133   Male
G10253S1138.wav   Canadian   adapt   dev   G10253   Female
G10253S1139.wav   Canadian   adapt   dev   G10253   Female
G10253S1140.wav   Canadian   adapt   dev   G10253   Female
G10253S1141.wav   Canadian   adapt   dev   G10253   Female
G10253S1142.wav   Canadian   adapt   dev   G10253   Female
G10253S1143.wav   Canadian   adapt   dev   G10253   Female
G10253S1144.wav   Canadian   adapt   dev   G10253   Female
G10253S1145.wav   Canadian   adapt   dev   G10253   Female
G10253S1146.wav   Canadian   adapt   dev   G10253   Female
G10253S1147.wav   Canadian   adapt   dev   G10253   Female
G10253S1148.wav   Canadian   adapt   dev   G10253   Female
G10253S1149.wav   Canadian   adapt   dev   G10253   Female
G10253S1150.wav   Canadian   adapt   dev   G10253   Female
G10253S1151.wav   Canadian   adapt   dev   G10253   Female
G10253S1152.wav   Canadian   adapt   dev   G10253   Female
G10253S1153.wav   Canadian   adapt   dev   G10253   Female
G10253S1154.wav   Canadian   adapt   dev   G10253   Female
G10253S1155.wav   Canadian   adapt   dev   G10253   Female
G10253S1156.wav   Canadian   adapt   dev   G10253   Female
G10253S1157.wav   Canadian   adapt   dev   G10253   Female
G10253S1158.wav   Canadian   adapt   dev   G10253   Female
G10253S1159.wav   Canadian   adapt   dev   G10253   Female
G10253S1160.wav   Canadian   adapt   dev   G10253   Female
G10253S1161.wav   Canadian   adapt   dev   G10253   Female
G10253S1162.wav   Canadian   adapt   dev   G10253   Female
G10253S1163.wav   Canadian   adapt   dev   G10253   Female
G10253S1164.wav   Canadian   adapt   dev   G10253   Female
G10253S1165.wav   Canadian   adapt   dev   G10253   Female
G10253S1166.wav   Canadian   adapt   dev   G10253   Female
G10253S1167.wav   Canadian   adapt   dev   G10253   Female
G10540S1116.wav   Canadian   adapt   dev   G10540   Female
G10540S1117.wav   Canadian   adapt   dev   G10540   Female
G10540S1118.wav   Canadian   adapt   dev   G10540   Female
G10540S1119.wav   Canadian   adapt   dev   G10540   Female
G10540S1120.wav   Canadian   adapt   dev   G10540   Female
G10540S1121.wav   Canadian   adapt   dev   G10540   Female
G10540S1122.wav   Canadian   adapt   dev   G10540   Female
G10540S1123.wav   Canadian   adapt   dev   G10540   Female
G10540S1124.wav   Canadian   adapt   dev   G10540   Female
G10540S1125.wav   Canadian   adapt   dev   G10540   Female
G10540S1126.wav   Canadian   adapt   dev   G10540   Female
G10540S1127.wav   Canadian   adapt   dev   G10540   Female
G10540S1128.wav   Canadian   adapt   dev   G10540   Female
G10540S1129.wav   Canadian   adapt   dev   G10540   Female
G10540S1130.wav   Canadian   adapt   dev   G10540   Female
G10540S1131.wav   Canadian   adapt   dev   G10540   Female
G10540S1132.wav   Canadian   adapt   dev   G10540   Female
G10540S1134.wav   Canadian   adapt   dev   G10540   Female
G10540S1135.wav   Canadian   adapt   dev   G10540   Female
G10540S1137.wav   Canadian   adapt   dev   G10540   Female
G10540S1138.wav   Canadian   adapt   dev   G10540   Female
G10540S1139.wav   Canadian   adapt   dev   G10540   Female
G10540S1140.wav   Canadian   adapt   dev   G10540   Female
G20060S1125.wav   Canadian   adapt   dev   G20060   Male
G20060S1126.wav   Canadian   adapt   dev   G20060   Male
G20060S1127.wav   Canadian   adapt   dev   G20060   Male
G20060S1128.wav   Canadian   adapt   dev   G20060   Male
G20060S1129.wav   Canadian   adapt   dev   G20060   Male
G20060S1130.wav   Canadian   adapt   dev   G20060   Male
G20060S1131.wav   Canadian   adapt   dev   G20060   Male
G20060S1132.wav   Canadian   adapt   dev   G20060   Male
G20060S1133.wav   Canadian   adapt   dev   G20060   Male
G20060S1134.wav   Canadian   adapt   dev   G20060   Male
G20060S1135.wav   Canadian   adapt   dev   G20060   Male
G20060S1136.wav   Canadian   adapt   dev   G20060   Male
G20060S1137.wav   Canadian   adapt   dev   G20060   Male
G20060S1138.wav   Canadian   adapt   dev   G20060   Male
G20060S1139.wav   Canadian   adapt   dev   G20060   Male
G20060S1140.wav   Canadian   adapt   dev   G20060   Male
G20060S1141.wav   Canadian   adapt   dev   G20060   Male
G20060S1142.wav   Canadian   adapt   dev   G20060   Male
G20060S1143.wav   Canadian   adapt   dev   G20060   Male
G20060S1144.wav   Canadian   adapt   dev   G20060   Male
G20060S1145.wav   Canadian   adapt   dev   G20060   Male
G20060S1146.wav   Canadian   adapt   dev   G20060   Male
G20060S1147.wav   Canadian   adapt   dev   G20060   Male
G20078S1124.wav   Canadian   adapt   dev   G20078   Female
G20078S1125.wav   Canadian   adapt   dev   G20078   Female
G20078S1126.wav   Canadian   adapt   dev   G20078   Female
G20078S1127.wav   Canadian   adapt   dev   G20078   Female
G20078S1128.wav   Canadian   adapt   dev   G20078   Female
G20078S1129.wav   Canadian   adapt   dev   G20078   Female
G20078S1130.wav   Canadian   adapt   dev   G20078   Female
G20078S1131.wav   Canadian   adapt   dev   G20078   Female
G20078S1132.wav   Canadian   adapt   dev   G20078   Female
G20078S1133.wav   Canadian   adapt   dev   G20078   Female
G20078S1134.wav   Canadian   adapt   dev   G20078   Female
G20078S1135.wav   Canadian   adapt   dev   G20078   Female
G20078S1136.wav   Canadian   adapt   dev   G20078   Female
G20078S1137.wav   Canadian   adapt   dev   G20078   Female
G20078S1138.wav   Canadian   adapt   dev   G20078   Female
G20078S1139.wav   Canadian   adapt   dev   G20078   Female
G20078S1140.wav   Canadian   adapt   dev   G20078   Female
G20078S1141.wav   Canadian   adapt   dev   G20078   Female
G20078S1142.wav   Canadian   adapt   dev   G20078   Female
G20078S1143.wav   Canadian   adapt   dev   G20078   Female
G20078S1144.wav   Canadian   adapt   dev   G20078   Female
G20078S1145.wav   Canadian   adapt   dev   G20078   Female
G20078S1146.wav   Canadian   adapt   dev   G20078   Female
G20078S1147.wav   Canadian   adapt   dev   G20078   Female
G20078S1148.wav   Canadian   adapt   dev   G20078   Female
G20078S1149.wav   Canadian   adapt   dev   G20078   Female
G30189S1131.wav   Canadian   adapt   dev   G30189   Female
G30189S1132.wav   Canadian   adapt   dev   G30189   Female
G30189S1133.wav   Canadian   adapt   dev   G30189   Female
G30189S1134.wav   Canadian   adapt   dev   G30189   Female
G30189S1135.wav   Canadian   adapt   dev   G30189   Female
G30189S1136.wav   Canadian   adapt   dev   G30189   Female
G30189S1137.wav   Canadian   adapt   dev   G30189   Female
G30189S1138.wav   Canadian   adapt   dev   G30189   Female
G30189S1139.wav   Canadian   adapt   dev   G30189   Female
G30189S1140.wav   Canadian   adapt   dev   G30189   Female
G30189S1141.wav   Canadian   adapt   dev   G30189   Female
G30189S1142.wav   Canadian   adapt   dev   G30189   Female
G30189S1143.wav   Canadian   adapt   dev   G30189   Female
G30189S1144.wav   Canadian   adapt   dev   G30189   Female
G30189S1145.wav   Canadian   adapt   dev   G30189   Female
G30189S1146.wav   Canadian   adapt   dev   G30189   Female
G30189S1147.wav   Canadian   adapt   dev   G30189   Female
G30189S1148.wav   Canadian   adapt   dev   G30189   Female
G30189S1149.wav   Canadian   adapt   dev   G30189   Female
G30189S1150.wav   Canadian   adapt   dev   G30189   Female
G30189S1151.wav   Canadian   adapt   dev   G30189   Female
G30189S1152.wav   Canadian   adapt   dev   G30189   Female
G30189S1153.wav   Canadian   adapt   dev   G30189   Female
G30189S1154.wav   Canadian   adapt   dev   G30189   Female
G30189S1155.wav   Canadian   adapt   dev   G30189   Female
G00183S1140.wav   Chinese   adapt   dev   G00183   Female
G00183S1141.wav   Chinese   adapt   dev   G00183   Female
G00183S1143.wav   Chinese   adapt   dev   G00183   Female
G00183S1145.wav   Chinese   adapt   dev   G00183   Female
G00183S1146.wav   Chinese   adapt   dev   G00183   Female
G00183S1147.wav   Chinese   adapt   dev   G00183   Female
G00183S1148.wav   Chinese   adapt   dev   G00183   Female
G00183S1149.wav   Chinese   adapt   dev   G00183   Female
G00183S1150.wav   Chinese   adapt   dev   G00183   Female
G00183S1151.wav   Chinese   adapt   dev   G00183   Female
G00183S1153.wav   Chinese   adapt   dev   G00183   Female
G00183S1154.wav   Chinese   adapt   dev   G00183   Female
G00183S1155.wav   Chinese   adapt   dev   G00183   Female
G00183S1157.wav   Chinese   adapt   dev   G00183   Female
G00183S1158.wav   Chinese   adapt   dev   G00183   Female
G00183S1159.wav   Chinese   adapt   dev   G00183   Female
G00183S1160.wav   Chinese   adapt   dev   G00183   Female
G00183S1162.wav   Chinese   adapt   dev   G00183   Female
G00183S1163.wav   Chinese   adapt   dev   G00183   Female
G00183S1164.wav   Chinese   adapt   dev   G00183   Female
G00183S1165.wav   Chinese   adapt   dev   G00183   Female
G00183S1166.wav   Chinese   adapt   dev   G00183   Female
G00251S1136.wav   Chinese   adapt   dev   G00251   Male
G00251S1137.wav   Chinese   adapt   dev   G00251   Male
G00251S1138.wav   Chinese   adapt   dev   G00251   Male
G00251S1139.wav   Chinese   adapt   dev   G00251   Male
G00251S1140.wav   Chinese   adapt   dev   G00251   Male
G00251S1142.wav   Chinese   adapt   dev   G00251   Male
G00251S1143.wav   Chinese   adapt   dev   G00251   Male
G00251S1146.wav   Chinese   adapt   dev   G00251   Male
G00251S1147.wav   Chinese   adapt   dev   G00251   Male
G00251S1148.wav   Chinese   adapt   dev   G00251   Male
G00251S1149.wav   Chinese   adapt   dev   G00251   Male
G00251S1150.wav   Chinese   adapt   dev   G00251   Male
G00251S1151.wav   Chinese   adapt   dev   G00251   Male
G00251S1152.wav   Chinese   adapt   dev   G00251   Male
G00251S1153.wav   Chinese   adapt   dev   G00251   Male
G00251S1154.wav   Chinese   adapt   dev   G00251   Male
G00251S1155.wav   Chinese   adapt   dev   G00251   Male
G00251S1156.wav   Chinese   adapt   dev   G00251   Male
G00251S1157.wav   Chinese   adapt   dev   G00251   Male
G00251S1158.wav   Chinese   adapt   dev   G00251   Male
G00251S1159.wav   Chinese   adapt   dev   G00251   Male
G00251S1160.wav   Chinese   adapt   dev   G00251   Male
G00251S1161.wav   Chinese   adapt   dev   G00251   Male
G00541S1148.wav   Chinese   adapt   dev   G00541   Male
G00541S1149.wav   Chinese   adapt   dev   G00541   Male
G00541S1150.wav   Chinese   adapt   dev   G00541   Male
G00541S1151.wav   Chinese   adapt   dev   G00541   Male
G00541S1152.wav   Chinese   adapt   dev   G00541   Male
G00541S1153.wav   Chinese   adapt   dev   G00541   Male
G00541S1154.wav   Chinese   adapt   dev   G00541   Male
G00541S1155.wav   Chinese   adapt   dev   G00541   Male
G00541S1156.wav   Chinese   adapt   dev   G00541   Male
G00541S1157.wav   Chinese   adapt   dev   G00541   Male
G00541S1158.wav   Chinese   adapt   dev   G00541   Male
G00541S1159.wav   Chinese   adapt   dev   G00541   Male
G00541S1160.wav   Chinese   adapt   dev   G00541   Male
G00541S1161.wav   Chinese   adapt   dev   G00541   Male
G00541S1162.wav   Chinese   adapt   dev   G00541   Male
G00541S1163.wav   Chinese   adapt   dev   G00541   Male
G00541S1164.wav   Chinese   adapt   dev   G00541   Male
G00541S1165.wav   Chinese   adapt   dev   G00541   Male
G00541S1166.wav   Chinese   adapt   dev   G00541   Male
G00541S1167.wav   Chinese   adapt   dev   G00541   Male
G00541S1168.wav   Chinese   adapt   dev   G00541   Male
G00541S1169.wav   Chinese   adapt   dev   G00541   Male
G00541S1170.wav   Chinese   adapt   dev   G00541   Male
G00541S1171.wav   Chinese   adapt   dev   G00541   Male
G00541S1172.wav   Chinese   adapt   dev   G00541   Male
G00541S1173.wav   Chinese   adapt   dev   G00541   Male
G00541S1174.wav   Chinese   adapt   dev   G00541   Male
G00541S1175.wav   Chinese   adapt   dev   G00541   Male
G00672S1123.wav   Chinese   adapt   dev   G00672   Female
G00672S1124.wav   Chinese   adapt   dev   G00672   Female
G00672S1125.wav   Chinese   adapt   dev   G00672   Female
G00672S1126.wav   Chinese   adapt   dev   G00672   Female
G00672S1127.wav   Chinese   adapt   dev   G00672   Female
G00672S1128.wav   Chinese   adapt   dev   G00672   Female
G00672S1129.wav   Chinese   adapt   dev   G00672   Female
G00672S1130.wav   Chinese   adapt   dev   G00672   Female
G00672S1131.wav   Chinese   adapt   dev   G00672   Female
G00672S1132.wav   Chinese   adapt   dev   G00672   Female
G00672S1133.wav   Chinese   adapt   dev   G00672   Female
G00672S1134.wav   Chinese   adapt   dev   G00672   Female
G00672S1135.wav   Chinese   adapt   dev   G00672   Female
G00672S1136.wav   Chinese   adapt   dev   G00672   Female
G00672S1137.wav   Chinese   adapt   dev   G00672   Female
G00672S1138.wav   Chinese   adapt   dev   G00672   Female
G00672S1139.wav   Chinese   adapt   dev   G00672   Female
G00672S1140.wav   Chinese   adapt   dev   G00672   Female
G00672S1141.wav   Chinese   adapt   dev   G00672   Female
G00672S1142.wav   Chinese   adapt   dev   G00672   Female
G00672S1143.wav   Chinese   adapt   dev   G00672   Female
G00672S1144.wav   Chinese   adapt   dev   G00672   Female
G00672S1145.wav   Chinese   adapt   dev   G00672   Female
G00672S1146.wav   Chinese   adapt   dev   G00672   Female
G00672S1147.wav   Chinese   adapt   dev   G00672   Female
G00672S1148.wav   Chinese   adapt   dev   G00672   Female
G00853S1133.wav   Chinese   adapt   dev   G00853   Male
G00853S1134.wav   Chinese   adapt   dev   G00853   Male
G00853S1135.wav   Chinese   adapt   dev   G00853   Male
G00853S1136.wav   Chinese   adapt   dev   G00853   Male
G00853S1137.wav   Chinese   adapt   dev   G00853   Male
G00853S1138.wav   Chinese   adapt   dev   G00853   Male
G00853S1139.wav   Chinese   adapt   dev   G00853   Male
G00853S1140.wav   Chinese   adapt   dev   G00853   Male
G00853S1141.wav   Chinese   adapt   dev   G00853   Male
G00853S1142.wav   Chinese   adapt   dev   G00853   Male
G00853S1143.wav   Chinese   adapt   dev   G00853   Male
G00853S1144.wav   Chinese   adapt   dev   G00853   Male
G00853S1145.wav   Chinese   adapt   dev   G00853   Male
G00853S1146.wav   Chinese   adapt   dev   G00853   Male
G00853S1147.wav   Chinese   adapt   dev   G00853   Male
G00853S1148.wav   Chinese   adapt   dev   G00853   Male
G00853S1149.wav   Chinese   adapt   dev   G00853   Male
G00853S1150.wav   Chinese   adapt   dev   G00853   Male
G00853S1151.wav   Chinese   adapt   dev   G00853   Male
G00853S1152.wav   Chinese   adapt   dev   G00853   Male
G00853S1153.wav   Chinese   adapt   dev   G00853   Male
G00853S1154.wav   Chinese   adapt   dev   G00853   Male
G00853S1155.wav   Chinese   adapt   dev   G00853   Male
G00853S1156.wav   Chinese   adapt   dev   G00853   Male
G00853S1157.wav   Chinese   adapt   dev   G00853   Male
G00853S1158.wav   Chinese   adapt   dev   G00853   Male
G00853S1159.wav   Chinese   adapt   dev   G00853   Male
G00853S1160.wav   Chinese   adapt   dev   G00853   Male
G00992S1110.wav   Chinese   adapt   dev   G00992   Female
G00992S1111.wav   Chinese   adapt   dev   G00992   Female
G00992S1112.wav   Chinese   adapt   dev   G00992   Female
G00992S1113.wav   Chinese   adapt   dev   G00992   Female
G00992S1114.wav   Chinese   adapt   dev   G00992   Female
G00992S1115.wav   Chinese   adapt   dev   G00992   Female
G00992S1116.wav   Chinese   adapt   dev   G00992   Female
G00992S1117.wav   Chinese   adapt   dev   G00992   Female
G00992S1118.wav   Chinese   adapt   dev   G00992   Female
G00992S1119.wav   Chinese   adapt   dev   G00992   Female
G00992S1120.wav   Chinese   adapt   dev   G00992   Female
G00992S1121.wav   Chinese   adapt   dev   G00992   Female
G00992S1122.wav   Chinese   adapt   dev   G00992   Female
G00992S1123.wav   Chinese   adapt   dev   G00992   Female
G00992S1124.wav   Chinese   adapt   dev   G00992   Female
G00992S1125.wav   Chinese   adapt   dev   G00992   Female
G00992S1126.wav   Chinese   adapt   dev   G00992   Female
G00992S1127.wav   Chinese   adapt   dev   G00992   Female
G00992S1128.wav   Chinese   adapt   dev   G00992   Female
G00992S1129.wav   Chinese   adapt   dev   G00992   Female
G00992S1130.wav   Chinese   adapt   dev   G00992   Female
G00992S1131.wav   Chinese   adapt   dev   G00992   Female
G11021S1173.wav   Chinese   adapt   dev   G11021   Male
G11021S1174.wav   Chinese   adapt   dev   G11021   Male
G11021S1175.wav   Chinese   adapt   dev   G11021   Male
G11021S1177.wav   Chinese   adapt   dev   G11021   Male
G11021S1178.wav   Chinese   adapt   dev   G11021   Male
G11021S1179.wav   Chinese   adapt   dev   G11021   Male
G11021S1180.wav   Chinese   adapt   dev   G11021   Male
G11021S1181.wav   Chinese   adapt   dev   G11021   Male
G11021S1182.wav   Chinese   adapt   dev   G11021   Male
G11021S1183.wav   Chinese   adapt   dev   G11021   Male
G11021S1184.wav   Chinese   adapt   dev   G11021   Male
G11021S1185.wav   Chinese   adapt   dev   G11021   Male
G11021S1186.wav   Chinese   adapt   dev   G11021   Male
G11021S1187.wav   Chinese   adapt   dev   G11021   Male
G11021S1189.wav   Chinese   adapt   dev   G11021   Male
G11021S1190.wav   Chinese   adapt   dev   G11021   Male
G11021S1191.wav   Chinese   adapt   dev   G11021   Male
G11021S1193.wav   Chinese   adapt   dev   G11021   Male
G11021S1194.wav   Chinese   adapt   dev   G11021   Male
G11021S1195.wav   Chinese   adapt   dev   G11021   Male
G11021S1196.wav   Chinese   adapt   dev   G11021   Male
G11021S1197.wav   Chinese   adapt   dev   G11021   Male
G11021S1198.wav   Chinese   adapt   dev   G11021   Male
G11021S1199.wav   Chinese   adapt   dev   G11021   Male
G11021S1200.wav   Chinese   adapt   dev   G11021   Male
G11021S1201.wav   Chinese   adapt   dev   G11021   Male
G11021S1202.wav   Chinese   adapt   dev   G11021   Male
G11033S1144.wav   Chinese   adapt   dev   G11033   Male
G11033S1145.wav   Chinese   adapt   dev   G11033   Male
G11033S1146.wav   Chinese   adapt   dev   G11033   Male
G11033S1147.wav   Chinese   adapt   dev   G11033   Male
G11033S1148.wav   Chinese   adapt   dev   G11033   Male
G11033S1149.wav   Chinese   adapt   dev   G11033   Male
G11033S1150.wav   Chinese   adapt   dev   G11033   Male
G11033S1151.wav   Chinese   adapt   dev   G11033   Male
G11033S1153.wav   Chinese   adapt   dev   G11033   Male
G11033S1154.wav   Chinese   adapt   dev   G11033   Male
G11033S1155.wav   Chinese   adapt   dev   G11033   Male
G11033S1156.wav   Chinese   adapt   dev   G11033   Male
G11033S1157.wav   Chinese   adapt   dev   G11033   Male
G11033S1158.wav   Chinese   adapt   dev   G11033   Male
G11033S1159.wav   Chinese   adapt   dev   G11033   Male
G11033S1160.wav   Chinese   adapt   dev   G11033   Male
G11033S1161.wav   Chinese   adapt   dev   G11033   Male
G11033S1162.wav   Chinese   adapt   dev   G11033   Male
G11033S1163.wav   Chinese   adapt   dev   G11033   Male
G11033S1164.wav   Chinese   adapt   dev   G11033   Male
G11033S1165.wav   Chinese   adapt   dev   G11033   Male
G11033S1166.wav   Chinese   adapt   dev   G11033   Male
G30104S1159.wav   Chinese   adapt   dev   G30104   Male
